,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,asin,image,overall,reviewText,reviewTextClean,reviewTime,reviewerID,reviewerName,style,summary,unixReviewTime,verified,vote,sentiment
2661,4009,707481,707481,B0041T93JK,,1.0,"I needed this adapter to change a side HDMI port on my T.V. to a port that would be easily accessible from the back. I had no wiggle room and needed the part to be exactly as the one picture. The one I received is a negative of the one pictured here. If you need the exact part pictured here, this will not work.",needed adapter change side hdmi port v port would easily accessible back wiggle room needed part exactly one picture one received negative one pictured need exact part pictured work,"08 10, 2011",A2VKKHJMDH59XQ,M. Clark,,The product pictured is opposite of the product you receive.,1312934400,True,5.0,0
1863,6139,159777,159777,B002EOVDII,,1.0,"FAKE! FAKE! FAKE! FAKE! FAKE! FAKE! FAKE! FAKE! FAKE!
Do not buy it!
Plus it doesn't fit your early model iPhone (3GS) with Ottorbox case.",fake fake fake fake fake fake fake fake fake buy plus fit early model iphone g ottorbox case,"10 17, 2014",A1RJMQR9ZCRVO2,Nicholas Post,,FAKE! FAKE! FAKE! FAKE! FAKE! ...,1413504000,True,,0
77,9302,474821,474821,B00K9VWKE4,,5.0,Fits and looks perfect!.I love it,fit look perfect love,"07 27, 2015",ATZUMTEH65FHK,John W.Pierwienis,{'Color:': ' Genuine Leather Black'},Five Stars,1437955200,True,,1
733,6558,558888,558888,B00TTWZHBW,,5.0,"Rich, clear and refined sound quality.  I did not have a problem pairing with any of the phones in the house (Iphone or Android) however I could not get it to pair with the Kindle Fire.

Specs:  Compact, portable speaker for high-quality sound. One touch NFC (Near Field Communication) listening for instant music. Wireless audio streaming via Bluetooth technology. ClearAudio+. 8-hour built-in rechargeable battery.",rich clear refined sound quality problem pairing phone house iphone android however could get pair kindle fire spec compact portable speaker high quality sound one touch nfc near field communication listening instant music wireless audio streaming via bluetooth technology clearaudio hour built rechargeable battery,"06 30, 2015",A79372WBA9IJM,Miss Kitty,{'Package Type:': ' Standard Packaging'},I love the portability and great sound quality.,1435622400,False,4,1
2305,1827,252753,252753,B005KDYBIO,,5.0,"I ordered the Kindle Fire Leather Cover by Marware when I pre-ordered my Kindle Fire. It's a little on the higher side at almost $45 but it's well worth it. The leather cover is nice and sturdy and my Fire rests snuggly inside, yet still remains easy to remove if I decide to remove it from the case for whatever reason. The interior is a fine fabric that will ensure your Fire remains free from scratches.

It easily transforms to allow multiple angles for easy viewing on your content. Especially nice the the strap you can slide your hand into which keeps it securely on your person if you're walking around.",ordered kindle fire leather cover marware pre ordered kindle fire little higher side almost well worth leather cover nice sturdy fire rest snuggly inside yet still remains easy remove decide remove case whatever reason interior fine fabric ensure fire remains free scratch easily transforms allow multiple angle easy viewing content especially nice strap slide hand keep securely person walking around,"11 15, 2011",A2FISTV70TDVQT,McBriggie,{'Color:': ' Black'},"High quality, so many options",1321315200,True,62,1
2144,9285,611787,611787,B0140VJ406,,4.0,"Purchased these for my husband to replace expensive Beats by Dre headphones.  These were much cheaper,  and he seems to like them. He uses them daily at the gym. They stay on and don't get smelly.",purchased husband replace expensive beat dre headphone much cheaper seems like us daily gym stay get smelly,"01 8, 2016",A229XNAJT5ZK0P,PurpleOne,"{'Color:': ' Red', 'Style:': ' Wired'}",and he seems to like them. He uses them daily at the gym,1452211200,True,,1
1085,8830,490498,490498,B00LLEODCK,,1.0,Got so hot I was afraid it was going to melt the device I had it in.  Returned it.,got hot afraid going melt device returned,"05 6, 2016",A1B3DQ05GJDLLY,Allyn Fratkin,{'Capacity:': ' 128GB'},Too Hot,1462492800,True,,0
2028,7200,670013,670013,B01EL4PVFE,,5.0,These worked to adapt USBs onto my Mac. I use them to attach my iPhone and my Wireless mouse.,worked adapt usbs onto mac use attach iphone wireless mouse,"03 6, 2018",A23HIG0QSTY1FH,Danie,{'Color:': ' Black'},Would recommend,1520294400,True,,1
2810,5170,446719,446719,B00I2P57TO,,4.0,It's a great device to use. The only problem I have with it is that the UI could be more user friendly & the transfer times to & from the device could be a lot quicker.,great device use problem ui could user friendly transfer time device could lot quicker,"09 29, 2015",A33TK5G9P65TSE,Jonathan Jung,{'Capacity:': ' 4 TB'},It's a great device to use,1443484800,True,,1
1233,2402,91384,91384,B0015DYMVO,,1.0,This product did not work as advertised.  Neither my iPhone or Ipad would detect the charge from the surge protector.  It is basically an overpriced cube socket.,product work advertised neither iphone ipad would detect charge surge protector basically overpriced cube socket,"09 4, 2012",A1SIRJ1Q0TSHEB,W. Nelson,{'Style:': ' 1 Amp'},Does not charge iPhone or iPad,1346716800,True,,0
543,3454,696311,696311,B0012PT2OW,,5.0,Worked great as a replacement for a failed motherboard in an older dell XPS 630 machine.,worked great replacement failed motherboard older dell xps machine,"07 16, 2014",ARZBXYFB96RSG,JG,,Great replacement board,1405468800,True,,1
2399,2894,262308,262308,B005X64OQW,,2.0,"I bought this for my Lumix LX-7, but it's too tight a fit.  I don't like compressing my camera that much.  Too bad, this looks like a nice case.",bought lumix lx tight fit like compressing camera much bad look like nice case,"11 19, 2013",A33P7MDWX7YCTO,Amazon Customer,,Too small for Lumix LX-7,1384819200,True,3,0
411,8916,37759,37759,B000A6LSVY,,5.0,"Let me preface this review by stating that I've been a fan of Microsoft hardware (primarily mice & keyboards) for some time now.  I'm not die-hard a MS fan by any means (heck I prefer Unix over Windows for most uses), but I have to admit they've done a decent job at making computer hardware.  I especially like their ergonomic keyboards and optical mice.  I know many people prefer Logitech's products, but I'm not a gamer, so Microsoft's input devices suit me just fine.

I thought I bought the holy grail of mice when I upgraded to the Wireless IntelliMouse Explorer 2.0 about a year ago, so much so that I got the notebook version for my laptop not long after.  So I was skeptical about the level of improvement on these new-fangled laser mice, and hadn't planned on buying one.

However, I never really cared for the snap-in receiver on my Wireless Notebook Mouse 3000.  It is designed to be adjustable so that the end of the receiver can be repositioned to different angles for the best wireless reception.  Unfortunately, this design also makes the receiver come loose easily when stored in the bottom of the mouse, causing it to turn on frequently while not in use--draining battery life.  So I decided to give the MS Wireless Notebook Laser Mouse 6000 a try, as it comes with a fixed receiver that doesn't move.

I was blown away by how much better the laser notebook mouse tracks.  It is surprisingly more precise and accurate than the previous mouse devices.  It's hard to understand the improvement until you've tried one.  The mouse is extremely responsive, and makes other non-laser mice feel like heavy paperweights in comparison.  The laser is not just a gimmicky marketing trick, it really makes for a better mouse!  I subsequently bought the Wireless Laser Mouse 6000 for my desktop, and am experiencing the same level of improvement there as well.  It feels terrific in my hand, and I like the fact that it can also run on one AA battery (like other MS wireless mice I've used) for a reduced weight.

The only drawback is that the laser is invisible, as I miss the red light on the bottom of my old mouse sometimes (but not enough to go back to the old mouse!).  Also, I would rather have a black receiver than the more standout silver color.  I experimented and found that the laser mouse will work with the black wireless receiver for the Wireless IntelliMouse Explorer 2.0, but scrolling doesn't work as well, so I'm sticking with the silver receiver.

Congrats on improving a nice product, Microsoft!",let preface review stating fan microsoft hardware primarily mouse keyboard time die hard m fan mean heck prefer unix window us admit done decent job making computer hardware especially like ergonomic keyboard optical mouse know many people prefer logitech product gamer microsoft input device suit fine thought bought holy grail mouse upgraded wireless intellimouse explorer year ago much got notebook version laptop long skeptical level improvement new fangled laser mouse planned buying one however never really cared snap receiver wireless notebook mouse designed adjustable end receiver repositioned different angle best wireless reception unfortunately design also make receiver come loose easily stored bottom mouse causing turn frequently use draining battery life decided give m wireless notebook laser mouse try come fixed receiver move blown away much better laser notebook mouse track surprisingly precise accurate previous mouse device hard understand improvement tried one mouse extremely responsive make non laser mouse feel like heavy paperweight comparison laser gimmicky marketing trick really make better mouse subsequently bought wireless laser mouse desktop experiencing level improvement well feel terrific hand like fact also run one aa battery like m wireless mouse used reduced weight drawback laser invisible miss red light bottom old mouse sometimes enough go back old mouse also would rather black receiver standout silver color experimented found laser mouse work black wireless receiver wireless intellimouse explorer scrolling work well sticking silver receiver congrats improving nice product microsoft,"03 7, 2006",A3SKZXSJDKD18S,ilovetofu,,Love this mouse!,1141689600,False,,1
